Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Players,Season,ALL_STAR
Kevin Porter Jr.,SF,19,CLE,50,3,23.2,3.7,8.4,.442,1.1,3.2,.335,2.7,5.3,.506,.505,1.5,2.0,.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,1162,10.8,.535,.375,.240,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,,-0.3,0.6,0.3,.011,,-3.2,-0.6,-3.7,-0.5,,,NO
Michael Porter Jr.,PF,21,DEN,48,1,14.0,2.9,5.9,.495,0.9,2.1,.422,2.0,3.8,.536,.570,0.7,0.9,.767,1.1,3.0,4.1,0.7,0.4,0.4,0.7,1.6,7.5,670,18.5,.589,.358,.151,8.8,24.3,16.5,8.0,1.5,2.6,10.3,22.0,,1.0,0.9,2.0,.141,,1.4,-0.7,0.8,0.5,,,NO
Otto Porter,SF,26,CHI,14,9,23.6,4.4,10.0,.443,1.7,4.4,.387,2.7,5.6,.487,.529,1.4,1.9,.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9,331,15.8,.550,.443,.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,,0.4,0.4,0.8,.112,,0.9,0.2,1.0,0.3,,,NO
Bobby Portis,C,24,NYK,66,5,21.1,4.0,8.9,.450,1.0,2.8,.358,3.0,6.1,.493,.507,1.1,1.4,.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,1393,14.6,.530,.317,.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,,0.9,1.0,1.9,.064,,0.1,-1.1,-1.0,0.3,,,NO
Kristaps Porziņģis,PF,24,DAL,51,51,31.3,6.6,15.8,.420,2.5,7.1,.349,4.2,8.8,.477,.498,3.5,4.5,.776,1.7,7.7,9.5,1.7,0.7,2.1,1.6,3.1,19.2,1597,19.3,.540,.447,.282,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,,1.7,2.6,4.3,.129,,1.2,0.3,1.5,1.4,,,NO
Dwight Powell,C,28,DAL,40,37,26.5,3.7,5.7,.638,0.3,1.0,.256,3.4,4.8,.716,.659,1.9,2.8,.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,1061,16.0,.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,,2.6,1.1,3.7,.169,,0.4,1.0,1.4,0.9,,,NO
Norman Powell,SG,26,TOR,44,23,28.8,5.9,11.7,.502,2.1,5.4,.398,3.8,6.4,.589,.593,2.5,3.0,.838,0.5,3.1,3.7,1.8,1.3,0.4,1.5,2.1,16.4,1269,17.4,.629,.457,.252,2.0,11.2,6.7,9.7,2.1,1.3,10.0,21.5,,2.2,1.9,4.2,.157,,1.4,0.9,2.3,1.4,,,NO
Chasson Randle,PG,26,GSW,3,0,13.3,0.0,1.3,.000,0.0,0.7,.000,0.0,0.7,.000,.000,1.7,2.0,.833,0.0,0.7,0.7,1.7,0.7,0.0,0.0,1.0,1.7,40,6.7,.377,.500,1.500,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,,0.0,0.0,0.0,.044,,-5.9,0.1,-5.8,0.0,,,NO
Julius Randle,PF,25,NYK,64,64,32.5,7.2,15.7,.460,1.0,3.6,.277,6.2,12.1,.515,.492,4.0,5.5,.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5,2080,17.5,.538,.230,.350,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,,1.0,1.7,2.7,.062,,0.7,-1.0,-0.3,0.9,,,NO
Josh Reaves,SG,22,DAL,2,0,0.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-40.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,-1.036,,-24.4,-15.1,-39.5,0.0,,,NO
Cam Reddish,SF,20,ATL,58,34,26.7,3.7,9.6,.384,1.4,4.3,.332,2.2,5.2,.428,.459,1.7,2.2,.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5,1551,9.0,.500,.451,.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,,-1.2,0.8,-0.4,-0.011,,-3.2,-1.0,-4.2,-0.9,,,NO
J.J. Redick,SG,35,NOP,54,35,26.4,4.6,10.3,.450,2.9,6.4,.452,1.8,3.9,.446,.590,2.7,3.0,.902,0.2,2.4,2.6,2.0,0.4,0.2,1.2,1.6,14.9,1425,15.1,.639,.618,.292,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,,3.2,0.6,3.7,.125,,2.0,-1.6,0.4,0.9,,,NO
Naz Reid,C,20,MIN,30,11,16.5,3.3,8.1,.412,1.1,3.2,.330,2.3,4.9,.466,.477,1.2,1.8,.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0,495,15.3,.505,.399,.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,,0.2,0.6,0.8,.074,,-1.6,-0.3,-1.9,0.0,,,NO
Josh Richardson,SG,26,PHI,48,46,30.7,5.1,12.0,.429,1.5,4.5,.327,3.7,7.5,.489,.490,2.1,2.7,.789,0.8,2.6,3.4,3.1,0.9,0.7,1.9,2.5,13.8,1474,12.1,.526,.373,.223,2.8,9.4,6.1,14.8,1.5,2.0,12.6,21.1,,0.3,1.6,1.9,.062,,-1.5,-0.2,-1.7,0.1,,,NO
Austin Rivers,SG,27,HOU,60,4,23.4,3.0,7.2,.421,1.4,3.9,.358,1.7,3.3,.495,.517,1.0,1.5,.667,0.4,2.0,2.4,1.6,0.7,0.2,0.6,1.9,8.5,1402,10.3,.538,.537,.208,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,,1.3,1.0,2.2,.077,,-1.9,-0.4,-2.3,-0.1,,,NO
Duncan Robinson,SF,25,MIA,65,60,30.0,4.4,9.4,.467,3.7,8.4,.448,0.7,1.1,.614,.665,0.7,0.8,.906,0.1,3.1,3.3,1.4,0.5,0.2,0.9,2.8,13.3,1949,12.8,.678,.886,.086,0.5,11.2,6.1,7.0,0.9,0.8,8.6,15.8,,3.2,1.5,4.7,.116,,1.2,-0.9,0.3,1.1,,,NO
Glenn Robinson III,SF,26,TOT,60,52,29.1,4.7,9.6,.486,1.2,3.2,.387,3.5,6.5,.535,.550,1.2,1.4,.867,1.3,3.0,4.3,1.6,0.9,0.3,0.9,1.6,11.8,1743,13.4,.576,.330,.144,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,,2.0,0.8,2.8,.077,,-0.5,-1.1,-1.6,0.2,,,NO
Glenn Robinson III,SF,26,GSW,48,48,31.6,5.1,10.6,.481,1.4,3.5,.400,3.7,7.0,.522,.548,1.3,1.5,.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9,1516,13.1,.574,.335,.146,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,,1.5,0.6,2.1,.067,,-0.5,-1.2,-1.7,0.1,,,NO
Glenn Robinson III,SF,26,PHI,12,4,18.9,3.1,5.9,.521,0.5,1.8,.286,2.6,4.2,.620,.563,0.8,0.8,1.000,1.0,1.8,2.8,0.9,0.7,0.2,0.3,1.3,7.4,227,14.9,.594,.296,.127,5.8,10.7,8.3,7.1,1.7,0.8,3.8,14.8,,0.5,0.2,0.7,.147,,-0.2,-0.9,-1.1,0.1,,,NO
Jerome Robinson,SG,22,TOT,55,4,13.6,1.4,3.9,.347,0.6,1.9,.298,0.8,2.0,.393,.419,0.4,0.5,.690,0.2,1.8,1.9,1.2,0.4,0.3,0.6,1.5,3.7,748,6.0,.439,.481,.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,,-0.7,0.7,0.0,.003,,-4.6,0.1,-4.5,-0.5,,,NO
Jerome Robinson,SG,22,LAC,42,1,11.3,1.1,3.2,.338,0.5,1.6,.284,0.6,1.6,.391,.408,0.3,0.5,.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9,476,4.8,.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.9,,-0.6,0.6,0.0,-0.002,,-5.4,0.6,-4.8,-0.3,,,NO
Jerome Robinson,SG,22,WAS,13,3,20.9,2.2,6.2,.363,0.9,2.8,.324,1.3,3.3,.395,.438,0.7,0.8,.900,0.3,3.2,3.5,1.5,0.7,0.5,0.6,2.2,6.1,272,8.1,.468,.463,.125,1.6,17.6,9.3,9.2,1.5,1.9,8.7,14.1,,-0.1,0.1,0.1,.011,,-3.3,-0.6,-3.9,-0.1,,,NO
Justin Robinson,PG,22,WAS,9,0,5.4,0.6,1.3,.417,0.3,0.6,.600,0.2,0.8,.286,.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4,49,8.2,.542,.417,.000,2.2,9.3,5.6,18.6,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,.006,,-2.6,-3.1,-5.7,0.0,,,NO
Mitchell Robinson,C,21,NYK,61,7,23.1,4.1,5.6,.742,0.0,0.0,,4.1,5.6,.742,.742,1.4,2.4,.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7,1412,23.5,.726,.000,.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,,4.8,2.0,6.8,.230,,1.6,1.3,3.0,1.8,,,NO
Isaiah Roby,SF,21,OKC,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,11,-7.7,.000,.000,.000,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,,-0.1,0.0,0.0,-0.191,,-12.0,-3.5,-15.5,0.0,,,NO
Rajon Rondo,PG,33,LAL,48,3,20.5,2.9,6.8,.418,0.9,2.6,.328,2.0,4.2,.473,.480,0.6,0.9,.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1,984,12.4,.494,.381,.125,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,,0.2,1.3,1.5,.073,,-1.1,0.0,-1.2,0.2,,,NO
Derrick Rose,PG,31,DET,50,15,26.0,7.4,15.1,.490,0.9,2.9,.306,6.5,12.1,.535,.520,2.4,2.8,.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1,1298,21.1,.555,.195,.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,,1.9,0.6,2.5,.093,,4.0,-1.7,2.2,1.4,,,NO
Terrence Ross,SG,28,ORL,63,0,27.3,5.0,12.3,.407,2.6,7.2,.357,2.4,5.1,.477,.511,2.2,2.6,.845,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.5,14.8,1723,14.2,.548,.584,.207,0.8,12.3,6.3,6.8,2.0,1.2,6.8,22.8,,1.0,1.8,2.9,.080,,0.0,-0.3,-0.4,0.7,,,NO
Terry Rozier,PG,25,CHO,63,63,34.3,6.3,14.9,.423,2.7,6.7,.407,3.6,8.2,.436,.514,2.6,3.0,.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0,2164,14.9,.553,.450,.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,,1.9,1.1,3.0,.067,,0.8,-1.3,-0.4,0.8,,,NO
Ricky Rubio,PG,29,PHO,57,57,31.6,4.4,10.7,.412,1.2,3.3,.351,3.3,7.4,.440,.466,3.1,3.6,.853,0.7,3.9,4.6,8.9,1.5,0.2,2.7,2.5,13.1,1802,16.3,.531,.308,.334,2.5,14.0,8.2,39.9,2.3,0.4,18.1,20.2,,2.4,1.7,4.1,.109,,0.5,0.2,0.7,1.2,,,NO
D'Angelo Russell,PG,23,TOT,45,45,32.3,8.0,18.8,.426,3.5,9.6,.367,4.5,9.2,.487,.519,3.6,4.4,.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9,23.1,1452,18.7,.556,.509,.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,,1.1,0.7,1.8,.060,,3.8,-1.9,1.9,1.4,,,NO
D'Angelo Russell,PG,23,GSW,33,33,32.1,8.3,19.2,.430,3.6,9.7,.374,4.6,9.5,.487,.524,3.4,4.4,.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6,1060,19.1,.558,.506,.227,1.4,11.4,6.2,36.0,1.4,0.8,12.6,32.2,,0.9,0.4,1.3,.059,,4.5,-1.9,2.6,1.2,,,NO
D'Angelo Russell,PG,23,MIN,12,12,32.7,7.3,17.6,.412,3.2,9.2,.345,4.1,8.4,.485,.502,4.0,4.6,.873,0.3,4.3,4.6,6.6,1.4,0.3,3.8,1.8,21.7,392,17.6,.553,.521,.261,0.8,14.5,7.4,33.1,2.0,0.8,16.4,29.5,,0.2,0.3,0.5,.064,,1.8,-1.7,0.2,0.2,,,NO
Domantas Sabonis,C,23,IND,62,62,34.8,7.4,13.7,.540,0.3,1.1,.254,7.1,12.6,.565,.550,3.5,4.8,.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5,2159,20.7,.586,.079,.349,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,,4.2,3.3,7.6,.168,,2.1,1.1,3.2,2.9,Domantas Sabonis,2020.0,YES
Luka Šamanić,PF,20,SAS,1,0,12.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12,-3.4,.000,.500,.000,0.0,18.0,9.0,28.9,0.0,0.0,0.0,14.5,,-0.1,0.0,-0.1,-0.252,,-7.4,-4.5,-11.9,0.0,,,NO
JaKarr Sampson,SF,26,IND,26,10,13.1,1.8,3.1,.593,0.1,0.5,.154,1.8,2.6,.676,.605,0.4,0.8,.550,0.6,1.7,2.3,0.3,0.3,0.3,0.3,1.7,4.2,340,11.8,.607,.160,.247,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,,0.4,0.4,0.8,.117,,-2.7,0.8,-1.8,0.0,,,NO
Dario Šarić,PF,25,PHO,58,50,24.8,3.7,8.1,.462,1.3,3.7,.341,2.5,4.4,.563,.539,1.4,1.6,.832,1.5,4.4,5.9,1.9,0.6,0.3,1.2,2.3,10.1,1441,13.3,.572,.455,.202,6.7,20.2,13.3,10.9,1.1,0.9,12.3,17.2,,1.5,1.2,2.7,.091,,-0.5,-0.4,-0.9,0.4,,,NO
Tomáš Satoranský,PG,28,CHI,65,64,28.9,3.6,8.5,.430,1.0,3.1,.322,2.7,5.4,.491,.488,1.6,1.9,.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9,1878,13.5,.533,.361,.220,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,,1.8,1.7,3.5,.090,,-1.0,-0.2,-1.2,0.4,,,NO
Admiral Schofield,SF,22,WAS,27,2,10.9,1.1,2.8,.400,0.5,1.7,.298,0.6,1.0,.571,.493,0.3,0.5,.692,0.2,1.0,1.3,0.5,0.3,0.1,0.3,1.5,3.1,293,6.8,.514,.627,.173,2.2,10.9,6.4,6.2,1.3,0.9,8.0,12.5,,0.1,0.0,0.1,.020,,-4.2,-1.1,-5.3,-0.2,,,NO
Dennis Schröder,PG,26,OKC,63,1,31.0,7.0,15.0,.468,1.9,5.1,.381,5.1,9.9,.512,.532,3.1,3.7,.839,0.3,3.4,3.7,4.1,0.7,0.2,2.5,2.2,19.0,1952,16.8,.573,.339,.243,1.1,11.8,6.6,21.6,1.1,0.6,13.2,27.2,,1.9,1.6,3.5,.086,,1.1,-1.2,-0.1,1.0,,,NO
Mike Scott,PF,31,PHI,63,10,17.8,2.1,5.1,.408,1.2,3.2,.358,0.9,1.8,.496,.522,0.4,0.5,.833,0.9,2.7,3.6,0.8,0.3,0.1,0.4,1.3,5.7,1119,10.2,.539,.639,.094,5.7,16.5,11.1,5.9,0.8,0.4,6.7,13.8,,1.0,1.1,2.1,.089,,-1.2,-1.1,-2.3,-0.1,,,NO
Thabo Sefolosha,PF,35,HOU,41,0,10.6,0.9,2.2,.407,0.4,1.3,.278,0.5,0.9,.595,.489,0.1,0.2,.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2,436,9.5,.487,.593,.088,5.0,17.4,11.2,7.5,2.6,2.4,13.7,10.4,,0.1,0.6,0.7,.073,,-2.7,1.6,-1.1,0.1,,,NO
Collin Sexton,SG,21,CLE,65,65,33.0,7.9,16.7,.472,1.5,3.9,.380,6.4,12.8,.501,.517,3.5,4.1,.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8,2143,16.3,.560,.235,.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,,2.2,0.3,2.5,.057,,0.3,-2.1,-1.8,0.1,,,NO
Landry Shamet,SG,22,LAC,47,27,27.5,3.1,7.5,.416,2.2,5.7,.392,0.9,1.8,.494,.566,1.2,1.3,.905,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.8,9.7,1294,9.2,.599,.764,.179,0.5,6.5,3.6,9.0,0.7,0.6,8.7,13.3,,1.7,1.0,2.7,.100,,-1.4,-0.2,-1.6,0.1,,,NO
Marial Shayok,SG,24,PHI,2,0,5.0,0.5,2.5,.200,0.5,1.5,.333,0.0,1.0,.000,.300,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5,10,-2.0,.300,.600,.000,0.0,33.1,16.6,13.4,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.227,,-8.7,-2.6,-11.3,0.0,,,NO
Iman Shumpert,SG,29,BRK,13,0,18.5,1.6,4.9,.328,0.6,2.5,.242,1.0,2.4,.419,.391,0.3,0.5,.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,241,5.3,.403,.516,.109,3.9,10.4,7.3,6.8,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.001,,-6.4,0.8,-5.6,-0.2,,,NO
Pascal Siakam,PF,25,TOR,53,53,35.5,8.7,18.9,.459,2.2,6.0,.359,6.5,12.8,.506,.517,4.2,5.2,.800,1.1,6.5,7.5,3.6,1.0,0.9,2.5,2.8,23.6,1882,18.7,.559,.320,.275,3.3,18.8,11.2,17.0,1.3,2.5,10.5,28.5,,2.0,3.2,5.2,.133,,1.7,0.5,2.2,2.0,Pascal Siakam,2020.0,YES
Chris Silva,PF,23,MIA,41,0,7.5,1.0,1.7,.623,0.0,0.0,.000,1.0,1.6,.642,.623,0.8,1.2,.694,1.3,1.3,2.7,0.5,0.2,0.4,0.8,2.0,2.9,307,17.2,.663,.029,.710,20.6,19.3,19.9,10.2,1.4,5.8,25.5,17.5,,0.7,0.5,1.1,.178,,-3.4,0.9,-2.5,0.0,,,NO
Ben Simmons,PG,23,PHI,54,54,35.7,6.7,11.4,.585,0.0,0.1,.333,6.6,11.3,.588,.587,3.3,5.3,.627,2.0,5.8,7.8,8.2,2.1,0.6,3.6,3.2,16.7,1930,20.8,.608,.010,.460,6.2,18.0,12.1,34.8,2.9,1.4,20.6,20.9,,3.8,3.2,7.0,.174,,1.4,2.4,3.9,2.9,Ben Simmons,2020.0,YES
Anfernee Simons,SG,20,POR,65,4,21.5,3.2,8.1,.402,1.1,3.4,.338,2.1,4.7,.448,.472,1.2,1.4,.826,0.4,1.9,2.3,1.5,0.4,0.2,0.9,2.0,8.8,1400,9.3,.506,.417,.175,1.9,8.9,5.4,9.4,0.9,0.6,9.7,19.0,,0.1,0.2,0.3,.010,,-2.5,-1.8,-4.4,-0.8,,,NO
Alen Smailagić,PF,19,GSW,14,0,9.9,1.4,2.9,.500,0.2,0.9,.231,1.2,1.9,.630,.538,1.1,1.4,.842,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2,139,14.5,.610,.325,.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,,0.2,0.1,0.2,.081,,-1.3,-0.8,-2.1,0.0,,,NO
Marcus Smart,SG,25,BOS,53,39,32.5,4.5,11.9,.380,2.4,6.9,.348,2.1,5.0,.424,.481,2.0,2.4,.835,0.8,3.1,3.8,4.8,1.6,0.5,1.7,2.7,13.5,1721,14.0,.519,.582,.201,2.5,10.1,6.4,21.0,2.4,1.5,11.5,19.3,,1.7,2.4,4.1,.115,,0.2,1.3,1.6,1.5,,,NO
Dennis Smith Jr.,PG,22,NYK,34,3,15.8,2.1,6.2,.341,0.5,1.6,.296,1.6,4.6,.357,.379,0.8,1.6,.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5,537,7.5,.399,.256,.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,,-1.3,0.5,-0.9,-0.079,,-5.2,-0.9,-6.1,-0.6,,,NO
Ish Smith,PG,31,WAS,60,19,26.2,4.4,9.7,.451,0.9,2.5,.367,3.5,7.2,.480,.498,0.8,1.2,.686,0.5,2.7,3.2,4.8,0.9,0.4,1.3,1.4,10.5,1570,13.8,.512,.258,.120,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,,1.3,0.4,1.7,.053,,-0.3,-1.1,-1.4,0.2,,,NO
Zhaire Smith,SG,20,PHI,7,0,4.6,0.4,1.6,.273,0.0,0.4,.000,0.4,1.1,.375,.273,0.3,0.6,.500,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1,32,1.1,.313,.273,.364,0.0,6.9,3.5,8.3,4.6,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.118,,-10.8,0.8,-10.0,-0.1,,,NO
Tony Snell,SF,28,DET,59,57,27.8,2.9,6.5,.445,1.7,4.3,.402,1.2,2.2,.531,.579,0.5,0.5,1.000,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,1641,9.7,.598,.665,.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,,2.1,0.5,2.6,.076,,-1.1,-0.6,-1.8,0.1,,,NO
Omari Spellman,PF,22,GSW,49,3,18.1,2.6,6.0,.431,0.9,2.2,.391,1.7,3.8,.454,.503,1.5,1.9,.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,886,14.4,.551,.373,.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,,0.5,0.7,1.2,.065,,-0.7,-1.0,-1.7,0.1,,,NO
Max Strus,SG,23,CHI,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,6,30.7,.727,.333,.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,,0.0,0.0,0.0,.317,,5.4,-1.0,4.4,0.0,,,NO
Edmond Sumner,PG,24,IND,25,2,13.8,1.9,4.4,.423,0.4,1.5,.263,1.5,2.9,.507,.468,0.4,0.6,.667,0.4,1.1,1.5,1.6,0.6,0.3,0.8,1.4,4.6,345,10.0,.485,.342,.135,3.2,8.6,5.9,15.4,2.1,2.0,13.9,17.4,,-0.1,0.4,0.3,.039,,-3.6,0.4,-3.1,-0.1,,,NO
Caleb Swanigan,PF,22,TOT,27,1,10.7,1.0,1.7,.596,0.0,0.1,.000,1.0,1.7,.622,.596,0.3,0.6,.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4,288,7.6,.597,.043,.362,9.9,26.1,18.1,14.0,0.5,2.1,40.4,13.5,,-0.2,0.2,0.0,.007,,-6.3,0.2,-6.0,-0.3,,,NO
Caleb Swanigan,PF,22,SAC,7,0,3.3,0.3,0.6,.500,0.0,0.0,,0.3,0.6,.500,.500,0.1,0.3,.500,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7,23,0.0,.512,.000,.500,9.6,25.2,17.2,11.7,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.175,,-14.6,3.4,-11.2,-0.1,,,NO
Caleb Swanigan,PF,22,POR,20,1,13.3,1.3,2.2,.605,0.0,0.1,.000,1.3,2.1,.634,.605,0.4,0.8,.533,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3.0,265,8.3,.605,.047,.349,9.9,26.2,18.2,14.2,0.4,1.6,38.5,12.9,,-0.1,0.2,0.1,.023,,-5.5,0.0,-5.6,-0.2,,,NO
Jayson Tatum,PF,21,BOS,59,59,34.6,8.5,18.9,.448,2.8,7.1,.398,5.6,11.7,.479,.523,3.8,4.7,.806,1.0,6.1,7.1,2.9,1.4,0.9,2.2,2.1,23.6,2043,20.3,.562,.377,.251,3.0,18.8,11.0,14.0,2.0,2.4,9.7,28.6,,2.9,3.4,6.2,.147,,3.3,0.6,3.9,3.0,Jayson Tatum,2020.0,YES
Jeff Teague,PG,31,TOT,59,17,24.8,3.6,8.3,.436,0.7,2.0,.368,2.9,6.3,.457,.480,2.9,3.3,.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,1464,14.6,.557,.239,.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,,1.9,0.6,2.5,.082,,-0.2,-1.3,-1.5,0.2,,,NO
Jeff Teague,PG,31,MIN,34,13,27.8,4.3,9.5,.448,1.0,2.6,.379,3.3,7.0,.473,.498,3.7,4.2,.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,945,16.0,.578,.269,.444,1.6,8.5,4.9,32.5,1.2,1.1,16.4,20.2,,1.7,0.4,2.1,.108,,0.6,-1.2,-0.6,0.3,,,NO
Jeff Teague,PG,31,ATL,25,4,20.8,2.7,6.6,.412,0.4,1.2,.333,2.3,5.4,.430,.442,1.9,2.1,.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7,519,12.2,.512,.182,.321,2.5,8.8,5.6,27.3,1.7,1.0,17.5,18.3,,0.2,0.2,0.4,.035,,-1.6,-1.5,-3.1,-0.2,,,NO
Garrett Temple,SG,33,BRK,55,31,28.1,3.6,9.5,.378,2.0,6.3,.324,1.6,3.2,.483,.485,1.0,1.3,.767,0.5,2.9,3.5,2.6,0.8,0.5,1.0,1.7,10.3,1547,10.3,.507,.660,.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,,0.5,1.6,2.1,.065,,-1.5,0.4,-1.1,0.4,,,NO
Daniel Theis,C,27,BOS,58,57,23.8,3.7,6.6,.565,0.4,1.4,.321,3.3,5.2,.631,.599,1.4,1.8,.764,2.2,4.3,6.6,1.6,0.6,1.3,0.8,3.5,9.3,1382,18.2,.629,.212,.277,10.2,19.2,14.7,9.9,1.2,5.0,10.1,14.7,,3.6,2.3,5.9,.205,,0.4,1.8,2.3,1.5,,,NO
Isaiah Thomas,PG,30,WAS,40,37,23.1,4.4,10.7,.408,2.0,4.7,.413,2.4,5.9,.405,.500,1.6,1.9,.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,925,11.6,.531,.444,.178,1.3,7.0,4.0,23.2,0.7,0.6,14.4,24.1,,0.2,-0.1,0.0,.001,,-0.5,-3.9,-4.4,-0.6,,,NO
